data,Name,Games,tackles made,tackles won,intercept,total blocks,total clearances,total red cards,total yellow cards,total saves,saves per goal
Season_17,S. McQueen,07,2.09,2.09,1.57,1.05,1.57,0,0,0.52,0
Season_17,Y. Benalouane,01,6.49,2.78,0.93,0.93,3.71,0,0,0.93,0
Season_17,L. Rosenior,03,1.73,1.3,1.73,0.87,3.03,0,0,0.43,0
Season_17,K. Bartley,05,1,0.67,1.33,2,0,0,0.67,2,0
Season_17,P. Mertesacker,06,0.49,0.49,1.46,1.21,5.34,0,0,0.73,0
Season_17,A. Carroll,16,0.3,0.3,0.2,0.3,0,0.1,0,0.2,0
Season_17,S. Vokes,27,0.25,0.08,0.25,0.59,0,0,0.25,0.17,0
Season_17,Y. Touré,09,0,0,1.83,0,0,0,0.37,0.37,0
Season_17,Y. Kaboul,02,0,0,1.09,0,8.18,0,0,1.09,0
Season_17,M. Cranie,03,0,0,0.5,0,5,0,0,1.5,0
Season_18,A. Wan-Bissaka,15,5.67,3.93,3.87,3.27,0,0.07,0,0.67,0
Season_18,W. Ndidi,16,4.6,3.32,2.68,3.13,3.32,0,0.32,0.32,0
Season_18,I. Gueye,15,5.46,3.21,3,2.32,0,0,0.27,0.34,0
Season_18,R. Pereira,13,6.37,3.38,2.91,3.07,0,0,0.39,0.24,0
Season_18,S. Bamba,15,4.07,2.27,4.07,4.07,10.4,0,0.33,1.8,0
Season_18,P. Billing,15,4.22,2.73,3.07,3.47,0,0,0.27,0.95,0
Season_18,C. Azpilicueta,16,3.94,2.38,1.63,3.06,3.19,0,0.06,0.75,0
Season_18,L. Milivojevic,16,3.56,2.75,2.69,1.63,0,0,0.25,0.63,0
Season_18,E. Capoue,13,4.38,2.69,4.31,2.69,0,0.08,0,0.46,0
Season_18,J. Moutinho,16,5.22,2.19,1.91,2.68,0,0,0.14,0.35,0
Season_18,M. Diamé,16,3.81,2.29,1.21,2.42,0,0,0.19,0.51,0
Season_18,J. McArthur,16,3.59,2.49,1.38,3.18,0,0,0.21,0.62,0
Season_18,B. Ecuele Manga,16,3.13,1.56,2.88,2.69,6.56,0,0,0.75,0
Season_18,W. Boly,16,2.88,1.88,2.63,2.13,0,0.06,0,1.13,0
Season_18,R. Neves,15,3.27,1.53,3,2.53,0,0,0.33,0.87,0
Season_18,D. Rice,13,3.62,2.38,2.08,2.54,0,0,0.08,0.69,0
Season_18,I. Diop,14,3.29,2.07,2.36,2.36,6.86,0,0.14,1.29,0
Season_18,A. Robertson,14,3.57,2.36,1.29,1.71,0,0,0.07,0.07,0
Season_18,Fernandinho,16,2.74,2.17,1.97,1.34,0,0,0.25,0.13,0
Season_18,C. Schindler,16,2.53,1.52,2.6,2.98,0,0.06,0,1.27,0
Season_18,P. Højbjerg,13,3.47,2.39,2.23,2.08,0,0.08,0,0.23,0
Season_18,M. Lemina,15,3.05,1.83,2.58,1.83,0,0,0.34,0.2,0
Season_18,J. Hogg,12,3.53,2.1,3.61,2.69,0,0.08,0,0.34,0
Season_18,M. Alonso,16,2.94,1.75,1.69,1.75,4.31,0,0.25,0.06,0
Season_18,M. Doherty,16,2.57,1.54,2.38,2.76,4.43,0,0.13,0.19,0
Season_18,Jonny,12,3.74,2.14,3.92,2.85,3.65,0,0.18,0.36,0
Season_18,Zanka,14,2.81,1.73,3.9,1.8,0,0,0.43,0.87,0
Season_18,L. Digne,14,3.11,1.86,2.56,2.8,0,0,0.16,0.47,0
Season_18,M. Le Marchand,12,3.3,2.26,3.04,2.43,8.08,0,0.17,0.87,0
Season_18,L. Torreira,16,3.54,2.13,2.13,1.5,0,0,0.31,0.31,0
Season_18,G. Xhaka,15,3.08,1.75,1.82,1.89,0,0,0.49,0.49,0
Season_18,J. Holebas,13,3.48,2.16,1.08,2.16,5.41,0,0.54,0.39,0
Season_18,N. Kanté,16,2.63,1.31,2.06,2.25,0,0,0.19,0.31,0
Season_18,J. Seri,16,2.58,1.9,1.56,2.17,0,0,0.34,0.41,0
Season_18,D. Yedlin,15,2.62,1.54,1.75,2.69,0,0.07,0,0.54,0
Season_18,F. Schär,06,6,4.17,6,5,13.83,0,1,2.33,0
Season_18,S. Mustafi,16,2.41,1.65,2.28,1.39,6.59,0,0.38,0.57,0
Season_18,H. Arter,13,3.57,2.22,1.19,1.82,0,0,0.48,0.24,0
Season_18,Jorginho,15,3.04,1.45,2.14,2,0,0,0.28,0.41,0
Season_18,T. Kongolo,13,3.31,1.82,2.89,2.4,0,0,0.17,0.66,0
Season_18,D. Stephens,11,4.6,3.1,2.03,1.82,0,0.11,0,0.75,0
Season_18,R. Bennett,15,2.67,1.47,2.13,2.07,5.87,0,0.4,0.87,0
Season_18,A. Mooy,15,2.72,2.11,0.82,1.56,0,0,0.14,0.27,0
Season_18,C. Taylor,16,2.14,1.14,1.86,5.14,4.64,0,0.14,1.86,0
Season_18,C. Chambers,10,4.78,2.45,6.33,3.1,7.88,0,0.52,0.65,0
Season_18,O. Romeu,09,7.7,4.34,5.92,4.34,0,0,0.79,0.99,0
Season_18,A. Pérez,16,3.04,1.32,2.57,2.57,0,0,0.08,0.16,0
Season_18,J. Tarkowski,13,3.09,1.22,1.71,3.98,10.33,0,0.41,2.85,0
Season_18,G. Sigurdsson,16,2.36,1.46,1.21,1.85,0,0,0.19,0.19,0
Season_18,M. Lowton,12,3,2.08,1.58,2,4.5,0,0.42,0.42,0
Season_18,K. Trippier,12,3.61,1.9,1.35,2.8,3.61,0,0.18,0.36,0
Season_18,D. Odoi,14,2.07,1.7,1.93,2.81,8.67,0,0.3,1.33,0
Season_18,N. Matic,13,2.84,1.66,2.05,2.21,0,0.08,0,0.95,0
Season_18,C. Cathcart,16,2.13,1.32,1.88,1.63,7.84,0,0.06,1,0
Season_18,A. Masuaku,12,3.4,1.56,2.57,2.67,4.96,0,0.09,0.46,0
Season_18,M. Ritchie,14,2.67,1.7,2.02,2.27,0,0,0.49,0.32,0
Season_18,A. Doucouré,16,2.63,1.31,1.06,1.13,0,0,0.19,0.25,0
Season_18,P. Zabaleta,12,2.71,1.52,2.62,2.79,6.1,0,0.34,0.85,0
Season_18,A. Townsend,16,2.15,1.08,1.33,2.59,0,0,0.06,0.13,0
Season_18,F. Balbuena,15,2.2,1.2,2.73,1.33,8.27,0,0.13,0.6,0
Season_18,M. Montoya,08,3.88,2.25,4.5,3.5,6.25,0,0.25,0.75,0
Season_18,D. Pröpper,12,3.07,1.71,2.73,1.11,0,0,0.17,0.34,0
Season_18,M. Guendouzi,13,4.52,2.57,2.69,1.83,0,0,0.61,0.37,0
Season_18,S. March,16,2.53,1.01,1.52,2.89,2.46,0,0,0.29,0
Season_18,J. Lerma,12,2.36,1.6,2.7,2.28,0,0,0.76,1.1,0
Season_18,L. Dunk,15,1.9,1.27,2.25,2.25,8.23,0.07,0.28,1.62,0
Season_18,A. Westwood,13,3.09,1.64,2.8,2.6,0,0,0.19,0.58,0
Season_18,Ander,09,6.33,3.07,6.14,4.61,0,0,0.58,0.96,0
Season_18,N. Aké,16,1.94,1.13,1.06,2.19,9.56,0,0.13,1.31,0
Season_18,P. van Aanholt,16,1.86,1.09,1.73,1.79,3.84,0,0.13,0.38,0
Season_18,J. Vestergaard,08,3.88,2.5,2.38,2.88,0,0,0.25,1.63,0
Season_18,L. Shaw,12,2.63,1.53,1.02,3.05,0,0,0.51,0.51,0
Season_18,B. Chilwell,16,1.81,0.94,1.19,2.44,5.5,0,0.13,0.31,0
Season_18,B. Silva,15,2.03,1.54,0.84,1.68,0,0,0.14,0.07,0
Season_18,C. Kouyaté,14,3.19,1.82,1,1.73,0,0,0.18,0.64,0
Season_18,B. Mee,16,1.94,0.69,1.75,2.19,8.63,0,0.38,1.81,0
Season_18,S. Coleman,12,2.92,1.58,1.25,1.33,5.08,0,0.08,0.25,0
Season_18,K. Femenía,14,3.43,1.98,2.29,1.25,5.72,0,0.1,0.31,0
Season_18,M. Albrighton,15,2.99,1.96,1.96,2.37,0,0,0.31,0.21,0
Season_18,B. Davies,12,3.5,1.8,1.6,1.6,4.69,0,0.2,0.4,0
Season_18,J. Henderson,13,2.84,2.52,1.47,1.68,0,0.11,0,0.21,0
Season_18,S. Cook,16,1.63,0.81,2.31,1.63,9.13,0,0.13,0.94,0
Season_18,J. Milner,15,2.48,1.47,1.47,3.22,0,0,0.18,0.18,0
Season_18,N. Mendy,14,2.12,1.17,1.76,1.54,0,0,0.22,0.51,0
Season_18,J. Bennett,11,2.18,1.27,3.09,2.27,4.91,0,0.09,0.55,0
Season_18,D. Brooks,15,2.09,1.53,1.13,2.01,0,0,0.16,0.48,0
Season_18,K. Walker,13,2,1.38,1.77,1.31,1.92,0,0.08,0.15,0
Season_18,Bernardo,06,4.83,2.83,3,3.17,0,0,0.17,0.83,0
Season_18,F. Hadergjonaj,14,2.4,1.28,1.63,2.14,0,0,0.09,0.34,0
Season_18,C. Christie,10,3.03,1.69,2.02,3.03,6.63,0,0.45,1.01,0
Season_18,T. Alexander-Arnold,13,2.12,1.41,1.57,1.1,0,0,0.24,0.08,0
Season_18,D. Luiz,15,1.56,1.22,1.49,1.29,6.78,0,0.14,0.68,0
Season_18,S. Francis,15,2.01,1.12,1.42,1.72,5.37,0,0,0.52,0
Season_18,Bernard,13,3.48,2.06,1.93,2.84,0,0,0.64,0.13,0
Season_18,C. Eriksen,13,2.81,1.77,1.14,2.39,0,0,0.21,0.31,0
Season_18,J. Vertonghen,09,2.78,1.89,2.44,1.67,0,0.11,0,0.67,0
Season_18,A. Young,11,1.82,1.18,2.73,2.64,0,0,0.55,0.36,0
Season_18,J. Ralls,13,2.48,1.28,1.54,1.45,0,0.09,0,0.34,0
Season_18,S. Mané,14,1.84,1.53,0.92,1.38,0,0,0.08,0.08,0
Season_18,J. Cork,15,2.03,0.81,1.15,1.49,3.71,0,0.27,0.41,0
Season_18,V. van Dijk,16,1.35,1.02,1.67,1.22,7.3,0,0.06,0.83,0
Season_18,N. Redmond,16,1.58,0.89,0.63,2.09,0,0,0.06,0.06,0
Season_18,J. Lascelles,12,1.67,1.08,2.25,2.42,11.17,0,0.17,1.25,0
Season_18,Y. Bissouma,14,3.63,1.54,1.98,0.88,0,0,0.22,0.11,0
Season_18,D. Alli,11,3.06,1.71,1.83,3.18,0,0,0.24,0.61,0
Season_18,A. Smith,12,2.07,1.53,1.26,1.8,0,0.09,0,0.36,0
Season_18,M. Keane,13,1.76,0.99,2.14,1.38,7.88,0,0.08,0.92,0
Season_18,R. Bertrand,12,2.25,1.25,1.25,1.42,0,0,0.42,0.33,0
Season_18,M. Sakho,16,1.25,0.69,2.31,1.31,6.81,0,0.13,0.63,0
Season_18,J. Tomkins,14,1.76,1.02,1.68,1.24,8.85,0,0.37,0.44,0
Season_18,W. Morgan,12,1.92,1.17,1.75,1.75,0,0.17,0,0.5,0
Season_18,C. Coady,16,1.44,0.88,1.31,1.25,0,0,0.31,0.81,0
Season_18,Sokratis,10,2.76,1.59,1.27,2.12,8.06,0,0.64,1.06,0
Season_18,J. Maddison,15,1.9,1.27,0.42,1.05,0,0.07,0,0.07,0
Season_18,Richarlison,14,1.87,1.15,0.58,1.44,0,0.07,0,0.07,0
Season_18,C. Löwe,12,2.31,1.42,1.33,1.07,0,0,0.09,0.09,0
Season_18,Nilsson-Lindelöf,12,2.2,1.32,1.41,1.41,6.87,0,0.09,0.79,0
Season_18,A. Schürrle,14,2.14,1.4,0.66,1.32,0,0,0.16,0.08,0
Season_18,E. Durm,11,2.48,1.69,2.59,1.69,2.59,0,0,0.11,0
Season_18,H. Maguire,11,2.04,1.17,2.52,2.04,9.03,0,0.49,0.97,0
Season_18,A. Gomes,08,3.16,1.77,1.9,2.15,0,0,0.38,0.25,0
Season_18,E. Dier,13,1.93,1.13,1.13,1.61,0,0,0.24,0.4,0
Season_18,A. Mariappa,09,3.6,2.5,2.5,2.19,9.55,0,0.16,1.25,0
Season_18,M. Targett,05,5.53,3.95,5,4.74,0,0,0.26,0.79,0
Season_18,D. Rose,08,4.01,2.5,2.17,2.5,0,0,0.33,0.33,0
Season_18,R. Jiménez,16,1.42,0.94,1.21,1.15,1.75,0,0,0.2,0
Season_18,J. Bryan,06,4.07,3,2.79,5.14,8.79,0,0,0.64,0
Season_18,T. Alderweireld,14,1.29,0.79,1.22,2.16,8.99,0,0.07,0.86,0
Season_18,D. Janmaat,06,3.45,2.24,3.45,2.76,0,0,0.34,0.34,0
Season_18,R. Snodgrass,15,2.14,1.25,0.53,1.69,0,0,0.71,0.18,0
Season_18,S. Duffy,15,1.13,0.53,1.67,2.13,9.67,0.07,0.27,1.8,0
Season_18,G. Wijnaldum,15,1.65,0.96,0.76,0.83,0,0,0.14,0.34,0
Season_18,C. Clark,09,2.49,2.12,1.37,1.37,6.61,0,0.12,0.75,0
Season_18,Fabinho,07,4.91,1.89,2.64,3.21,0,0,0.57,0.75,0
Season_18,I. Hayden,04,13.62,7.7,10.07,6.51,0,0.59,0,1.78,0
Season_18,M. Sissoko,11,2.31,1.54,1.1,1.98,1.98,0,0,0.22,0
Season_18,V. Camarasa,15,1.49,0.68,1.63,0.88,0,0,0.27,0.14,0
Season_18,C. Kabasele,11,1.79,0.99,2.98,1.49,0,0.1,0,0.9,0
Season_18,R. Saïss,05,6.29,4.41,4.09,4.72,0,0,1.57,2.2,0
Season_18,A. Laporte,15,1.27,0.73,1.73,0.8,0,0,0.13,0.4,0
Season_18,D. Gosling,12,3.07,1.28,1.28,2.69,0,0,0.51,0.77,0
Season_18,H. Mkhitaryan,12,2.04,1.59,0.91,2.61,0.34,0,0,0.11,0
Season_18,A. Gunnarsson,08,2.48,1.17,2.61,3,0,0,0.26,1.04,0
Season_18,H. Bellerín,16,0.97,0.77,1.29,1.35,0,0,0.19,0.32,0
Season_18,K. Zouma,12,1.89,1.11,2.78,1.89,0,0,0.11,1.11,0
Season_18,P. Dummett,10,1.6,1.1,1.8,2.3,7.5,0,0,0.6,0
Season_18,J. Gudmundsson,14,1.26,0.55,2.44,1.42,0,0,0.16,0.24,0
Season_18,A. Zambo Anguissa,11,2.58,1.5,1.9,2.31,0,0.14,0,0.54,0
Season_18,Y. Valery,02,8,7.5,4,8.5,0,0.5,0,1,0
Season_18,D. Ings,11,2.51,0.98,0.33,2.72,0,0,0.11,0.22,0
Season_18,A. Rüdiger,16,1.31,0.56,1.31,0.69,0,0,0.19,0.25,0
Season_18,B. Kayal,10,2.35,1.57,1.7,1.96,0,0,0.52,1.05,0
Season_18,P. Bardsley,04,4,2.75,5,3.75,0,0,1.5,1.75,0
Season_18,J. Schlupp,13,3.04,1.52,1.67,2.89,0,0,0.15,0.61,0
Season_18,D. Amartey,09,2.53,1.69,2.39,1.27,0,0,0.28,0.56,0
Season_18,P. Pogba,14,1.58,0.79,0.79,1.26,0,0,0.16,0.4,0
Season_18,T. Walcott,16,1.27,0.77,0.91,0.99,0.49,0,0,0.07,0
Season_18,S. Morrison,16,0.51,0.25,2.15,2.15,7.73,0,0.13,1.39,0
Season_18,F. Fernández,13,1,0.69,1.77,1.54,7.46,0,0.15,0.77,0
Season_18,J. Lingard,12,2.64,1.32,0.79,2.51,0,0,0.13,0.26,0
Season_18,J. Gomez,13,1.55,0.94,1.2,1.03,0,0,0.17,0.43,0
Season_18,C. Smalling,13,1.19,0.71,0.95,2.06,4.35,0,0.08,1.19,0
Season_18,A. Cresswell,07,3.03,1.89,1.7,4.35,6.43,0,0.19,0.76,0
Season_18,C. Daniels,09,1.98,1.05,1.51,2.21,4.66,0,0.12,0.35,0
Season_18,C. Paterson,14,1.43,1.01,0.51,1.43,0,0,0.25,0.08,0
Season_18,J. Stephens,08,2,1,2.38,2.25,7.13,0,0.25,1,0
Season_18,P. Obiang,10,2.72,1.96,0.6,1.96,0.76,0,0,0.3,0
Season_18,G. Bong,12,1.19,0.77,1.45,1.62,3.92,0,0,0.43,0
Season_18,D. Sánchez,08,2.49,1.61,1.91,1.47,9.67,0,0.29,0.73,0
Season_18,C. Atsu,10,4.15,2.62,1.09,2.18,0,0,0.44,0.66,0
Season_18,R. Sterling,13,1.29,0.73,0.97,1.37,0,0,0.16,0.08,0
Season_18,H. Winks,14,2.3,1.36,1.63,1.63,0,0,0.41,0.27,0
Season_18,D. Jota,15,1.36,1,0.64,1.45,0,0,0.45,0.09,0
Season_18,J. Bednarek,03,6.32,4.74,10,8.42,33.16,0,1.58,5.79,0
Season_18,R. Sessegnon,16,0.95,0.66,0.8,1.53,2.48,0,0,0.07,0
Season_18,J. Shelvey,09,2.57,1.28,0.64,1.16,1.28,0,0,0.13,0
Season_18,J. Ward-Prowse,07,3.58,2.15,2.39,3.82,0,0,0.24,0.95,0
Season_18,S. Heung-Min,11,2.35,1.38,0.55,1.8,0.14,0,0,0.14,0
Season_18,N. Clyne,00,19,12,2,4,0,0,1,1,0
Season_18,S. Aurier,06,3.57,2.1,1.47,1.68,0,0,0.21,0.42,0
Season_18,J. Foyth,05,3.4,1.8,1.6,2,0,0,0.2,1,0
Season_18,G. Cunningham,04,4,1.75,3.75,2.75,0,0,0.5,0.5,0
Season_18,B. Mendy,09,1.44,1.11,1,1.56,0,0,0.11,0.44,0
Season_18,N. Keita,12,2.1,0.66,0.79,3.28,1.31,0,0,0.53,0
Season_18,N. Monreal,08,2,1,0.88,1.88,0,0,0.25,0.38,0
Season_18,J. Stones,11,1.21,0.91,1.21,1.41,4.83,0,0,0.5,0
Season_18,Fred,08,2.85,1.25,1.78,2.31,0,0,0.36,0.18,0
Season_18,P. Groß,08,3.05,1.12,1.28,1.44,1.6,0,0,0.32,0
Season_18,D. McNeil,01,16,11,5,6,0,0,1,2,0
Season_18,M. Antonio,13,1.62,1.17,1.17,3.08,0,0,0.29,0.29,0
Season_18,A. Mitrovic,16,1,0.44,0.31,1,0,0,0.31,0.44,0
Season_18,N. Otamendi,05,2.6,2,3,0.4,5.2,0,0,0.2,0
Season_18,J. Matip,07,4.63,3.31,2.98,1.32,0,0,0.33,0.99,0
Season_18,K. Long,04,4.05,2.43,1.62,2.16,9.46,0,0,1.35,0
Season_18,J. King,13,0.95,0.63,0.16,1.58,0,0,0.08,0.16,0
Season_18,T. Ream,06,2.37,1.58,2.17,2.17,7.89,0,0,0.99,0
Season_18,L. Dendoncker,01,18,6,3,11,14,0,0,3,0
Season_18,A. Mawson,09,1.13,0.75,2,2,7.38,0,0.25,1.63,0
Season_18,R. Holding,10,1.15,0.73,1.25,1.25,4.18,0,0.1,0.73,0
Season_18,J. Evans,09,1.3,0.65,2.08,1.82,7.79,0,0.13,0.39,0
Season_18,A. Iwobi,13,1.27,0.63,0.74,1.69,0.85,0,0,0.11,0
Season_18,M. Yoshida,05,1.4,1,5,1.8,6.6,0,0,1,0
Season_18,R. Fraser,16,0.46,0.39,0.78,1.24,0,0,0.07,0.33,0
Season_18,J. Manquillo,06,2.39,1.52,2.6,1.52,0,0,0.22,0.22,0
Season_18,R. Vinagre,08,2.36,1.5,1.93,1.93,0,0,0.21,0.43,0
Season_18,E. Bailly,06,3.11,2.18,3.11,3.11,8.72,0,0,0.93,0
Season_18,I. Gündogan,09,1.84,1.34,1.17,1.17,1.17,0,0,0.17,0
Season_18,Bruno,08,1.68,0.98,1.26,0.7,0,0,0.28,0.14,0
Season_18,J. Vardy,12,0.99,0.63,0.18,1.26,0,0.09,0,0.09,0
Season_18,P. Jones,03,3.78,2.27,5.29,2.27,9.83,0,0,1.51,0
Season_18,L. Peltier,03,6.15,4.47,2.24,3.35,0,0,0.56,1.68,0
Season_18,L. Cook,13,1.5,0.75,0.87,0.87,0,0,0.12,0.25,0
Season_18,D. Lovren,04,3,1.75,1.25,1.5,0,0,0.25,0.75,0
Season_18,L. Balogun,05,2.54,1.27,3.56,1.27,0,0,0.51,0.76,0
Season_18,J. Stanislas,09,3.41,1.84,0.26,1.31,0,0,0.26,0.26,0
Season_18,J. Izquierdo,09,1.77,0.89,0.59,1.03,0,0,0.15,0.15,0
Season_18,T. Cairney,11,1.16,0.63,0.32,0.84,0.95,0,0,0.21,0
Season_18,A. Barnes,15,1.88,1.32,0,1.88,0,0,0.94,0.38,0
Season_18,Y. Mina,06,2,1.2,1,1.4,0,0,0.6,0.6,0
Season_18,T. Smith,04,3.37,2.02,2.7,1.35,0,0,0.67,0.67,0
Season_18,A. Ogbonna,05,3.55,0.97,3.23,2.9,11.61,0,0.32,1.29,0
Season_18,S. Defour,06,1.59,0.8,1.59,2.39,1.39,0,0,0.6,0
Season_18,G. Murray,16,0.8,0.32,0.16,1.12,0,0,0.24,0.24,0
Season_18,X. Shaqiri,12,1.87,0.58,0.58,0.86,0,0,0.14,0.14,0
Season_18,K. McDonald,09,0,0,0.66,0,0,0.13,0,0.13,0
Season_18,R. Mahrez,15,0,0,0.64,0,0.21,0,0,0.11,0
Season_18,T. Fosu-Mensah,07,1.31,0.99,1.15,0.82,0,0,0.33,0.16,0
Season_18,H. Kane,16,0.53,0.33,0.07,0.86,0,0,0.2,0.33,0
Season_18,H. Choudhury,00,10,4,10,3,3,0,0,2,0
Season_18,R. Brady,07,1.75,0.97,0.78,1.36,0,0,0.58,0.19,0
Season_18,A. Masina,04,2.28,1.63,1.63,3.26,0,0,0.65,0.33,0
Season_18,F. Lejeune,00,7,5,6,7,20,0,0,2,0
Season_18,V. Kompany,07,1.64,1.17,1.64,1.41,0,0,0.7,0.94,0
Season_18,D. Simpson,02,6.49,2.43,4.86,8.92,13.78,0,0,2.43,0
Season_18,R. Loftus-Cheek,06,2.83,2.83,1.21,1.21,0.81,0,0,0.4,0
Season_18,M. Özil,10,1.09,0.44,0.11,0.87,0,0,0.11,0.22,0
Season_18,S. Longstaff,00,6,5,6,8,4,0,0,1,0
Season_18,M. Arnautovic,13,0.76,0.42,0.17,0.42,0,0,0.25,0.17,0
Season_18,C. Wood,16,0,0,0.2,0,0,0,0.1,0.2,0
Season_18,C. Austin,12,1.31,0.73,0,0.87,1.74,0,0,0.29,0
Season_18,S. Long,09,1.67,0.5,0.67,0.83,1.5,0,0,0.17,0
Season_18,L. Koscielny,00,6,3,7,8,0,0,1,4,0
Season_18,M. Kelly,03,3,2.14,0.86,2.14,10.71,0,0,1.29,0
Season_18,C. Wilson,15,0.41,0.34,0.14,0.47,0,0,0.2,0.07,0
Season_18,J. Wilshere,05,1.86,1.06,1.86,0.8,0,0,0.53,0.27,0
Season_18,S. Mounie,13,0.64,0.53,0.32,0.43,0,0.11,0,0.11,0
Season_18,A. Surman,08,0,0,0.67,0,0,0,0.17,0.5,0
Season_18,G. Jesus,13,0,0,0.17,0,0.5,0,0,0.17,0
Season_18,S. McTominay,06,0,0,0.72,0,1.43,0,0,0.36,0
Season_18,S. Lichtsteiner,05,0,0,0.97,0,0,0,0.49,0.97,0
Season_18,R. Ghezzal,10,1.31,0.37,0.37,1.31,0,0,0.37,0.19,0
Season_18,A. Pereira,04,2.24,1.34,3.13,1.34,0,0,0.9,0.45,0
Season_18,R. Fredericks,04,1.88,0.94,0.94,1.57,0,0,0.63,0.31,0
Season_18,S. Rondón,11,0,0,0.37,0,0,0,0.12,0.25,0
Season_18,S. Ward,03,0,0,1.57,0,0,0,0.39,0.39,0
Season_18,C. Söyüncü,04,1.88,0.94,1.41,2.81,0,0,0.47,1.88,0
Season_18,M. Elneny,00,6,2,0,3,3,0,0,2,0
Season_18,A. Yarmolenko,09,0.71,0.18,0.36,0.89,0,0,0.36,0.18,0
Season_18,A. Christensen,01,3,2,1,4,0,0,1,2,0
Season_18,B. Foster,16,0,0,0.06,0,0,0,0.06,4.19,0.12
Season_18,D. Solanke,00,2,1,1,2,1,0,0,1,0
Season_18,M. Vydra,07,0.36,0.36,0.36,1.45,0,0,0.36,0.36,0
Season_18,N. Chalobah,06,0.41,0.41,1.62,0.41,0,0,0.81,0.41,0
Season_18,M. Rojo,02,1.73,0.87,0.87,0.87,0,0,0.87,0.87,0
Season_18,Ederson,16,0,0,0.06,0,0.31,0,0,2.19,0.08
Season_18,N. Etheridge,16,0,0,0.31,0,0,0,0.13,4.88,0.09
Season_18,H. Lloris,12,0,0,0.17,0,0.92,0,0,4.83,0.23
Season_18,F. Llorente,02,0,0,1,0,6,0,0,1,0
Season_18,J. Richards,03,0,0,1.27,0,1.9,0,0,0.63,0
Season_18,D. Williams,03,0,0,1,0,0,0,1,1,0
Season_18,L. Fabianski,16,0,0,0.06,0,0.44,0,0,5.56,0.15
Season_18,K. Zohore,06,0,0,0.35,0,1.73,0,0,0.35,0
Season_18,J. Stankovic,02,0,0,0,3,3,0,0,2,0
