Data,Name,Games,passes completed,forward passes,backward passes,sideways passes,chances created,assists created,avg pass length,shots on target,shots off target
Attacking_16,C. Eriksen,12,124.17,46.92,46.67,29.92,9.17,1.25,1.44m,3.75,3.42
Attacking_16,M. Özil,12,147.42,43.5,61.92,41.08,8.25,0.75,1.17m,1.5,1
Attacking_16,K. De Bruyne,12,118.25,35.33,51.25,31.33,8.58,1.5,1.39m,1.75,3.25
Attacking_16,G. Xhaka,10,202.5,48.3,91.9,61,3.4,0.2,1.74m,0.9,1.7
Attacking_16,P. Pogba,12,151.17,37.58,64.17,48.33,4.75,0.33,1.35m,2.67,3.67
Attacking_16,D. Silva,11,160.18,50.45,70.09,39.09,7.36,0.64,1.28m,1.55,1.73
Attacking_16,C. Azpilicueta,13,162.62,36.08,83.31,41.54,1.62,0.31,1.27m,0.46,0.77
Attacking_16,J. Henderson,13,138,31.38,57.23,48.85,2.62,0.31,1.42m,0.38,0.69
Attacking_16,P. Robinson,01,27,0,26,1,0,0,51.93m,0,0
Attacking_16,E. Hazard,13,110.54,34.54,42.15,33.31,6.77,0.38,1.19m,2.46,2.08
Attacking_16,Ander,10,178.8,50.3,69.5,58,3.6,0.6,1.53m,0.6,1.7
Attacking_16,H. Arter,14,120.57,27.5,49.43,43.07,2.07,0.14,1.29m,0.79,2.07
Attacking_16,V. Wanyama,13,129.62,37.08,47.31,44.92,2.38,0.08,1.38m,1,1.38
Attacking_16,R. Barkley,12,110.17,44.25,40,25.42,7,0.67,1.36m,2.42,2.67
Attacking_16,Fernandinho,13,142.62,28.38,70,43.23,2.46,0.08,1.24m,0.85,1.23
Attacking_16,N. Kanté,13,143.85,33.62,62.38,47.15,1.62,0.08,1.26m,0.54,0.77
Attacking_16,J. Milner,12,141.83,41.5,68.25,29.67,4.83,0.25,1.38m,1.42,0.75
Attacking_16,E. Dier,12,138.25,24.67,73.42,39,1.08,0,1.66m,0.58,0.83
Attacking_16,N. Matic,13,122.92,32.15,53.85,36.46,2,0.54,1.3m,0.54,0.46
Attacking_16,W. Hennessey,05,48.8,0,46.4,1.2,0.6,0,9.25m,0,0
Attacking_16,J. Vertonghen,13,0,22.38,0,0,0.46,0,0m,0.31,0.38
Attacking_16,A. Sánchez,13,0,31.92,0,0,0,0.77,0m,3.77,2.85
Attacking_16,G. Wijnaldum,13,0,0,0,0,0,0.62,0m,0,0
Attacking_16,Coutinho,13,0,0,0,0,0,0.54,0m,0,0
Attacking_16,J. Pickford,11,27.36,0,26.64,0.64,0.36,0,4.1m,0,0
Attacking_16,B. Foster,13,23.62,0.08,22.46,0.62,0.15,0,3.48m,0,0.08
Attacking_16,D. Lovren,10,171.2,24,95.9,50.4,0.7,0,1.86m,0.5,0.7
Attacking_16,O. Romeu,14,123,23.36,58.29,40.64,1.21,0,1.18m,0.43,0.86
Attacking_16,K. Schmeichel,08,28.63,0,27.88,0.25,0,0,5.74m,0,0
Attacking_16,R. Firmino,12,104.67,45.08,32.75,26.08,6.25,0.58,1.09m,3.58,2.17
Attacking_16,I. Gueye,12,133.67,40.58,56.58,36.08,2,0.08,1.33m,0.5,0.75
Attacking_16,Y. Touré,02,778,216,317.5,242,9.5,0,8.12m,7.5,6.5
Attacking_16,T. Heaton,12,24.17,0,24,0.08,0.25,0,3.66m,0,0
Attacking_16,M. Lanzini,11,125.55,43,47,34.82,5.09,0.18,1.28m,1.91,3.09
Attacking_16,A. Kolarov,12,127.08,30.25,57.42,38.83,1.25,0.08,1.5m,0.83,1.25
Attacking_16,J. Matip,12,126.67,23.33,64.08,38.5,0.75,0,1.59m,0.33,1.33
Attacking_16,N. Otamendi,10,167.5,23.9,89.5,53.2,0.6,0.1,1.69m,0.3,0.8
Attacking_16,S. Davis,12,120.42,36.08,52.42,31.58,2.58,0.25,1.41m,0.33,1.17
Attacking_16,G. Cahill,13,122.77,19.31,68.69,33.92,0.38,0,1.34m,0.77,0.77
Attacking_16,N. Clyne,14,109.07,36,45.93,25.86,3.07,0.14,1.01m,0.36,1
Attacking_16,C. Fàbregas,04,0,49,0,0,15,3,0m,2.25,3
Attacking_16,S. Cook,14,0,12.29,0,0,0.14,0,0m,0.64,1
Attacking_16,T. Alderweireld,08,0,22.63,0,0,0,0,0m,1.13,1.75
Attacking_16,A. Williams,12,0,15.67,0,0,0,0.17,0m,0.42,0.58
Attacking_16,G. Sigurdsson,13,0,25.54,0,0,0,0.92,0m,3.77,2.77
Attacking_16,E. Can,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,B. Gibson,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,J. Puncheon,13,0,0,0,0,0,0.38,0m,0,0
Attacking_16,M. Dembélé,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,D. Alli,12,0,0,0,0,0,0.58,0m,0,0
Attacking_16,K. Walker,13,0,0,0,0,0,0.38,0m,0,0
Attacking_16,E. Capoue,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,J. Livermore,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,A. Lallana,12,0,0,0,0,0,0.58,0m,0,0
Attacking_16,A. Clayton,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,D. Luiz,09,0,0,0,0,0,0,0m,1.11,0
Attacking_16,D. Randolph,02,123.5,0,119,3,0,0,21.03m,0,0
Attacking_16,L. Grant,08,47.88,0,43.88,2.88,0,0,4.94m,0,0
Attacking_16,B. Guzan,02,47,0,44,2,0,0,21.35m,0,0
Attacking_16,D. De Gea,13,33.08,0,31.85,0.62,0,0,2.91m,0,0
Attacking_16,L. Fabianski,13,34.77,0,30.46,3.77,0,0,2.84m,0,0
Attacking_16,H. Gomes,13,31.15,0,27.08,3.62,0.08,0,2.93m,0,0
Attacking_16,L. Koscielny,12,0,9.83,0,0,0.25,0,0m,0.33,0.17
Attacking_16,A. Forshaw,13,0,36.23,0,0,2.08,0.08,0m,0.46,1
Attacking_16,S. Francis,14,0,20.29,0,0,1.29,0.07,0m,0,0.29
Attacking_16,M. Noble,11,0,31.27,0,0,2.18,0,0m,0.64,1.18
Attacking_16,V. Valdés,11,0,0.09,0,0,0,0,0m,0,0
Attacking_16,S. Clucas,13,0,35.23,0,0,1.15,0.08,0m,0.54,1.38
Attacking_16,J. Stones,11,0,19.27,0,0,0,0,0m,0.18,0.82
Attacking_16,C. Daniels,12,0,38.58,0,0,0,0.25,0m,0.5,0.67
Attacking_16,N. Redmond,14,0,32.43,0,0,0,0.07,0m,2,2.36
Attacking_16,N. Monreal,12,0,0,0,0,0,0.17,0m,0.08,0
Attacking_16,S. Mustafi,10,0,0,0,0,0,0.2,0m,0.6,0
Attacking_16,J. Robles,01,0,0,0,0,0,1,0m,0,0
Attacking_16,A. Smith,13,0,0,0,0,0,0.38,0m,0,0
Attacking_16,L. Baines,07,0,0,0,0,0,0.43,0m,0,0
Attacking_16,G. Whelan,11,0,0,0,0,0,0.09,0m,0,0
Attacking_16,A. Surman,09,0,0,0,0,0,0.11,0m,0,0
Attacking_16,L. Fer,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,H. Bellerín,11,0,0,0,0,0,0.36,0m,0,0
Attacking_16,D. Drinkwater,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,P. Jagielka,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,G. Barry,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,R. Snodgrass,12,0,0,0,0,0,0.42,0m,0,0
Attacking_16,D. Tadic,11,0,0,0,0,0,0.45,0m,0,0
Attacking_16,D. Payet,11,0,0,0,0,0,0.55,0m,0,0
Attacking_16,J. Fonte,13,0,0,0,0,0,0,0m,0.23,0.77
Attacking_16,S. Romero,00,24,0,22,1,0,0,41.32m,0,0
Attacking_16,J. Butland,00,59,0,51,4,0,0,39.89m,0,0
Attacking_16,C. Pantilimon,01,12,0,10,2,0,0,40.01m,0,0
Attacking_16,F. Forster,14,25,0,23.79,0.86,0.07,0,2.65m,0,0
Attacking_16,Adrián,11,15,0,13.64,1.18,0.09,0,3.4m,0,0
Attacking_16,A. Mawson,03,325,34,177,109.67,1.33,0,7.55m,1.67,4.67
Attacking_16,G. Clichy,06,0,68.67,0,0,0,0,0m,0.17,0.17
Attacking_16,T. Huddlestone,10,0,28,0,0,0,0,0m,0.7,1
Attacking_16,A. Valencia,11,0,40.18,0,0,0,0.18,0m,0.36,0.09
Attacking_16,S. Given,05,0,0.2,0,0,0,0,0m,0,0
Attacking_16,H. Lloris,11,0,0,0,0,0.18,0,0m,0,0
Attacking_16,J. Mata,11,0,0,0,0,0,0.27,0m,1.91,1
Attacking_16,M. Alonso,08,0,0,0,0,0,0.38,0m,2,0
Attacking_16,J. Allen,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,C. Fuchs,13,0,0,0,0,0,0.31,0m,0,0
Attacking_16,D. Costa,13,0,0,0,0,0,0.54,0m,0,0
Attacking_16,S. Downing,12,0,0,0,0,0,0.25,0m,0,0
Attacking_16,R. Bertrand,09,0,0,0,0,0,0.44,0m,0,0
Attacking_16,D. Fletcher,13,0,0,0,0,0,0.23,0m,0,0
Attacking_16,J. Ward-Prowse,10,0,0,0,0,0,0.4,0m,0,0
Attacking_16,Z. Ibrahimovic,12,0,0,0,0,0,0.42,0m,0,0
Attacking_16,A. El. Mohamady,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,S. Mané,14,0,0,0,0,0,0.43,0m,0,0
Attacking_16,M. Keane,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,C. Soares,10,0,0,0,0,0,0.3,0m,0,0
Attacking_16,Pedro,12,0,0,0,0,0,0.75,0m,0,0
Attacking_16,W. Reid,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,F. Fernández,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,C. Brunt,06,0,0,0,0,0,0.67,0m,0,0
Attacking_16,J. Wilshere,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,J. Cork,11,0,0,0,0,0,0,0m,0.45,0.91
Attacking_16,K. Naughton,12,0,0,0,0,0,0,0m,0.42,0
Attacking_16,R. Zieler,06,12.33,0,11.33,0.83,0,0,6.44m,0,0
Attacking_16,M. Stekelenburg,12,16.83,0,15.67,0.92,0,0,3.04m,0,0
Attacking_16,A. Federici,02,12,0,12,0,0,0,18.34m,0,0
Attacking_16,M. Carrick,03,0,59.67,0,0,4,0,0m,0,1.67
Attacking_16,P. Cech,13,0,0.08,0,0,0,0,0m,0,0
Attacking_16,S. Mandanda,09,0,0,0,1.11,0,0,0m,0,0
Attacking_16,A. Boruc,12,0,0,0,0,0.08,0,0m,0,0
Attacking_16,R. Mahrez,13,0,0,0,0,0,0.23,0m,2.23,0
Attacking_16,H. Maguire,07,0,0,0,0,0,0.29,0m,0,0
Attacking_16,W. Rooney,12,0,0,0,0,0,0.42,0m,0,0
Attacking_16,B. Davies,04,0,0,0,0,0,0.75,0m,0,0
Attacking_16,Y. Cabaye,11,0,0,0,0,0,0.27,0m,0,0
Attacking_16,K. Mirallas,13,0,0,0,0,0,0.46,0m,0,0
Attacking_16,D. Blind,10,0,0,0,0,0,0.2,0m,0,0
Attacking_16,S. Prödl,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,A. Robertson,09,0,0,0,0,0,0.22,0m,0,0
Attacking_16,C. Adam,07,0,0,0,0,0,0.43,0m,0,0
Attacking_16,J. Holebas,12,0,0,0,0,0,0.33,0m,0,0
Attacking_16,C. Chambers,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,Willian,09,0,0,0,0,0,0.22,0m,0,0
Attacking_16,S. Heung-Min,10,0,0,0,0,0,0.6,0m,0,0
Attacking_16,R. Sterling,12,0,0,0,0,0,0.42,0m,0,0
Attacking_16,E. Pieters,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,M. Lowton,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,P. van Aanholt,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,A. Oxlade-Chamberlain,11,0,0,0,0,0,0.64,0m,0,0
Attacking_16,A. Ramsey,05,0,0,0,0,0,0.6,0m,0,0
Attacking_16,B. Mee,13,0,0,0,0,0,0,0m,0.46,0.62
Attacking_16,M. de Roon,10,0,0,0,0,0,0,0m,0.7,1
Attacking_16,D. Marshall,08,17.25,0,16.5,0.38,0,0,4.48m,0,0
Attacking_16,E. Jakupovic,05,50.4,0,45.8,4.2,0,0,6.87m,0,0
Attacking_16,V. Mannone,02,38,0,33,5,0,0,17.53m,0,0
Attacking_16,M. Indi,10,0,18.9,0,0,0.2,0,0m,0.6,0.6
Attacking_16,V. van Dijk,14,0,6.36,0,0,0,0,0m,0.36,0.5
Attacking_16,V. Moses,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,S. Ward,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,J. Hendrick,11,0,0,0,0,0,0.09,0m,0,0
Attacking_16,M. Arnautovic,12,0,0,0,0,0,0.42,0m,0,0
Attacking_16,H. Kane,08,0,0,0,0,0,0.75,0m,0,0
Attacking_16,R. Lukaku,12,0,0,0,0,0,0.42,0m,0,0
Attacking_16,L. Leiva,07,0,0,0,0,0,0.43,0m,0,0
Attacking_16,S. Agüero,11,0,0,0,0,0,0.27,0m,0,0
Attacking_16,M. Britos,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,A. Iwobi,09,0,0,0,0,0,0.22,0m,0,0
Attacking_16,T. Cleverley,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,A. Townsend,14,0,0,0,0,0,0.29,0m,0,0
Attacking_16,D. Rose,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,J. Ward,14,0,0,0,0,0,0.07,0m,0,0
Attacking_16,W. Zaha,13,0,0,0,0,0,0.69,0m,0,0
Attacking_16,R. Funes Mori,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,X. Shaqiri,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,D. Delaney,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,M. Albrighton,10,0,0,0,0,0,0.6,0m,0,0
Attacking_16,R. Shawcross,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,R. Klavan,04,0,0,0,0,0,0,0m,0.5,0
Attacking_16,M. Yoshida,02,0,0,0,0,0,0,0m,3.5,0
Attacking_16,T. Courtois,13,37.23,0,26.92,10.31,0,0,2.16m,0,0
Attacking_16,P. Højbjerg,12,0,20.67,0,0,1.33,0,0m,0.25,1.25
Attacking_16,F. Coquelin,10,0,22.3,0,0,1.5,0,0m,0.3,0.6
Attacking_16,D. Ndong,10,0,25.9,0,0,1.6,0,0m,0.5,0.8
Attacking_16,M. Rojo,05,0,16,0,0,1,0,0m,0.8,1.4
Attacking_16,K. Sung-yueng,11,0,0,0,0,0,0.09,0m,0,0
Attacking_16,G. McAuley,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,T. Carroll,01,0,0,0,0,0,2,0m,0,0
Attacking_16,D. Marney,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,S. Coleman,10,0,0,0,0,0,0.3,0m,0,0
Attacking_16,M. Antonio,13,0,0,0,0,0,0.23,0m,0,0
Attacking_16,P. Obiang,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,J. McArthur,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,B. Sagna,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,S. Defour,09,0,0,0,0,0,0.33,0m,0,0
Attacking_16,N. Chadli,08,0,0,0,0,0,0.5,0m,0,0
Attacking_16,H. Mkhitaryan,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,J. Morrison,09,0,0,0,0,0,0.22,0m,0,0
Attacking_16,Á. Negredo,13,0,0,0,0,0,0.31,0m,0,0
Attacking_16,C. Davies,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,J. King,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,S. Larsson,00,0,0,0,0,0,1,0m,0,0
Attacking_16,R. Fraser,06,0,0,0,0,0,0.83,0m,0,0
Attacking_16,D. Amartey,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,J. Lingard,07,0,0,0,0,0,0.29,0m,0,0
Attacking_16,M. Fellaini,10,0,0,0,0,0,0,0m,0.7,1.1
Attacking_16,J. Evans,12,0,0,0,0,0,0,0m,0.42,0.08
Attacking_16,A. Barragán,13,0,20.08,0,0,0,0,0m,0,0.15
Attacking_16,M. Schneiderlin,03,0,55.67,0,0,0,0,0m,1,1.33
Attacking_16,P. Jones,03,0,49.67,0,0,0,0,0m,0.33,0.33
Attacking_16,C. Kouyaté,13,0,20.92,0,0,0,0,0m,0.23,1
Attacking_16,C. Yacob,12,0,17,0,0,0,0,0m,0,0.58
Attacking_16,J. Amat,10,0,8.3,0,0,0,0,0m,0.3,0.3
Attacking_16,S. Dann,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,L. Sané,06,0,0,0,0,0,0.5,0m,0,0
Attacking_16,G. Ramírez,12,0,0,0,0,0,0.25,0m,0,0
Attacking_16,A. Cresswell,05,0,0,0,0,0,0.4,0m,0,0
Attacking_16,T. Davies,03,0,0,0,0,0,1,0m,0,0
Attacking_16,G. Cameron,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,D. Simpson,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,N. Amrabat,12,0,0,0,0,0,0.25,0m,0,0
Attacking_16,J. Stanislas,09,0,0,0,0,0,0.56,0m,0,0
Attacking_16,J. O'Shea,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,M. Phillips,12,0,0,0,0,0,0.67,0m,0,0
Attacking_16,C. Benteke,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,G. Friend,10,0,0,0,0,0,0.2,0m,0,0
Attacking_16,F. Llorente,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,J. Clasie,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,A. Ranocchia,00,0,0,0,0,0,1,0m,0,0
Attacking_16,T. Deeney,12,0,0,0,0,0,0.33,0m,0,0
Attacking_16,M. Elneny,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,S. Rondón,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,A. Martial,08,0,0,0,0,0,0.63,0m,0,0
Attacking_16,J. Tomkins,10,0,0,0,0,0,0,0m,0.4,0
Attacking_16,E. Bailly,09,0,0,0,0,0,0,0m,0.11,0
Attacking_16,S. Mignolet,05,88,0,73,13.2,0,0,5.32m,0,0
Attacking_16,C. Bravo,10,45.5,0,30.2,15.2,0,0,2.5m,0,0
Attacking_16,A. Doucouré,01,0,228,0,0,0,0,0m,7,7
Attacking_16,D. Gosling,13,0,12.08,0,0,0,0,0m,0.31,0.69
Attacking_16,C. Smalling,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,A. Nyom,09,0,0,0,0,0,0.22,0m,0,0
Attacking_16,J. Rodwell,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,D. Janmaat,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,W. Routledge,11,0,0,0,0,0,0.09,0m,0,0
Attacking_16,J. Defoe,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,S. Feghouli,06,0,0,0,0,0,0.5,0m,0,0
Attacking_16,M. Sissoko,06,0,0,0,0,0,0.33,0m,0,0
Attacking_16,R. Huth,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,S. Cazorla,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,M. Kelly,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,K. Trippier,02,0,0,0,0,0,2.5,0m,0,0
Attacking_16,H. Winks,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,A. Januzaj,08,0,0,0,0,0,0.38,0m,0,0
Attacking_16,I. Gündogan,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,P. Zabaleta,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,R. Brady,01,0,0,0,0,0,2,0m,0,0
Attacking_16,R. Pereyra,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,W. Ndidi,00,0,0,0,0,0,1,0m,0,0
Attacking_16,A. Masuaku,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,A. Ogbonna,10,0,0,0,0,0,0,0m,0.1,0
Attacking_16,Gabriel,01,0,0,0,0,0,0,0m,2,6
Attacking_16,C. Dawson,13,0,0,0,0,0,0,0m,0.62,0
Attacking_16,P. Djilobodji,09,0,0,0,0,0,0,0m,0.22,0
Attacking_16,D. Ospina,00,30,0,26,3,0,0,29.95m,0,0
Attacking_16,R. Allsop,00,10,0,10,0,0,0,29.91m,0,0
Attacking_16,L. Karius,09,19.67,0,17.11,2.56,0,0,3.01m,0,0
Attacking_16,J. Collins,08,0,6.25,0,0,0.38,0,0m,0.5,0.75
Attacking_16,J. Stephens,00,0,61,0,0,0,0,0m,0,3
Attacking_16,M. Dawson,05,0,8.6,0,0,0,0,0m,1.2,0.6
Attacking_16,L. Britton,06,0,28.17,0,0,0,0,0m,0,0
Attacking_16,L. Cook,01,0,0,0,0,0,2,0m,0,0
Attacking_16,N. Aké,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,A. Guédioura,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,E. Lamela,09,0,0,0,0,0,0.11,0m,0,0
Attacking_16,C. Cathcart,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,A. Gray,07,0,0,0,0,0,0.43,0m,0,0
Attacking_16,J. Vardy,13,0,0,0,0,0,0.38,0m,0,0
Attacking_16,T. Walcott,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,J. Gudmundsson,12,0,0,0,0,0,0.17,0m,0,0
Attacking_16,C. Gardner,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,M. Pugh,01,0,0,0,0,0,2,0m,0,0
Attacking_16,M. Rashford,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,G. Boyd,12,0,0,0,0,0,0.08,0m,0,0
Attacking_16,Y. Bolasie,13,0,0,0,0,0,0.31,0m,0,0
Attacking_16,D. Origi,11,0,0,0,0,0,0.27,0m,0,0
Attacking_16,D. Gray,08,0,0,0,0,0,0.38,0m,0,0
Attacking_16,Nolito,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,J. McClean,11,0,0,0,0,0,0.18,0m,0,0
Attacking_16,D. Sturridge,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,L. Koné,11,0,0,0,0,0,0,0m,0.36,0.73
Attacking_16,Bernardo,00,0,0,0,0,0,0,0m,1,1
Attacking_16,Y. Kaboul,10,0,0,0,0,0,0,0m,0.4,0.5
Attacking_16,S. Arfield,12,0,0,0,0,0,0,0m,0.58,1.58
Attacking_16,G. Johnson,05,0,0,0,0,0,0,0m,0.6,0
Attacking_16,V. Kompany,03,0,0,0,0,0,0,0m,1,0
Attacking_16,W. Caballero,03,91,0,65.33,25.33,0,0,8.23m,0,0
Attacking_16,M. Vorm,03,30,0,24,5.67,0,0,8.97m,0,0
Attacking_16,B. Jones,06,0,26.83,0,0,4.33,0,0m,0.67,1.33
Attacking_16,A. Rangel,09,0,12.44,0,0,0,0,0m,0.33,0.22
Attacking_16,J. Barton,01,0,130,0,0,0,0,0m,3,4
Attacking_16,D. Ayala,06,0,10.33,0,0,0,0,0m,0.67,0.83
Attacking_16,J. Navas,08,0,31.13,0,0,0,0,0m,0.25,0.5
Attacking_16,M. Niang,00,0,0,0,0,0,2,0m,0,0
Attacking_16,A. Young,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,L. Shaw,07,0,0,0,0,0,0.14,0m,0,0
Attacking_16,A. Ayew,05,0,0,0,0,0,0.6,0m,0,0
Attacking_16,K. Grosicki,00,0,0,0,0,0,3,0m,0,0
Attacking_16,S. Byram,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,I. Slimani,07,0,0,0,0,0,0.57,0m,0,0
Attacking_16,M. Barrow,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,A. Carroll,01,0,0,0,0,0,1,0m,0,0
Attacking_16,D. Love,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,B. Afobe,10,0,0,0,0,0,0.2,0m,0,0
Attacking_16,K. Gibbs,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,M. Diouf,08,0,0,0,0,0,0.25,0m,0,0
Attacking_16,S. Vokes,13,0,0,0,0,0,0.23,0m,0,0
Attacking_16,A. Barnes,05,0,0,0,0,0,0.4,0m,0,0
Attacking_16,V. Janssen,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,J. McCarthy,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,A. Moreno,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,E. Valencia,08,0,0,0,0,0,0.13,0m,0,0
Attacking_16,L. Chung-Yong,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,M. Holgate,03,0,0,0,0,0,0,0m,1,0.67
Attacking_16,M. van der Hoorn,05,0,0,0,0,0,0,0m,0.4,0
Attacking_16,J. Denayer,06,0,0,0,0,0,0,0m,0.33,0
Attacking_16,A. N'Diaye,00,0,158,0,0,4,0,0m,3,4
Attacking_16,F. Borini,02,0,100.5,0,0,7.5,0,0m,7,4.5
Attacking_16,C. Austin,13,0,0,0,0,0,0.08,0m,0,0
Attacking_16,V. Fischer,08,0,0,0,0,0,0.38,0m,0,0
Attacking_16,I. Success,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,J. Ayew,00,0,0,0,0,0,3,0m,0,0
Attacking_16,S. Long,09,0,0,0,0,0,0.11,0m,0,0
Attacking_16,P. Crouch,07,0,0,0,0,0,0.29,0m,0,0
Attacking_16,N. Chalobah,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,E. Fryers,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,O. Giroud,07,0,0,0,0,0,0.43,0m,0,0
Attacking_16,O. Ighalo,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,O. Niasse,00,0,0,0,0,0,1,0m,0,0
Attacking_16,L. Grabban,03,0,0,0,0,0,0.33,0m,0,0
Attacking_16,S. Okazaki,10,0,0,0,0,0,0.1,0m,0,0
Attacking_16,G. Jesus,00,0,0,0,0,0,4,0m,0,0
Attacking_16,D. Watmore,13,0,0,0,0,0,0.15,0m,0,0
Attacking_16,L. Narsingh,00,0,0,0,0,0,3,0m,0,0
Attacking_16,R. Sobhi,04,0,0,0,0,0,0.25,0m,0,0
Attacking_16,A. Hernández,10,0,0,0,0,0,0.2,0m,0,0
Attacking_16,A. Lennon,05,0,0,0,0,0,0.2,0m,0,0
Attacking_16,J. Montero,06,0,0,0,0,0,0.17,0m,0,0
Attacking_16,W. Khazri,07,0,0,0,0,0,0,0m,1.43,1.14
Attacking_16,L. Cattermole,02,0,0,0,0,0,0,0m,0.5,1.5
Attacking_16,T. Mings,00,0,0,0,0,0,0,0m,1,0
Attacking_16,R. Holding,03,0,0,0,0,0,0,0m,0.67,0.33
Attacking_16,Fabio,02,0,0,0,0,0,0,0m,1,1
Attacking_16,M. Olsson,00,0,0,0,0,0,0,0m,4,0
Attacking_16,A. King,09,0,0,0,0,0,0,0m,0.78,0
Attacking_16,E. Fernandes,06,0,0,0,0,0,0,0m,0.67,0
Attacking_16,K. Nordfeldt,00,17,0,11,6,0,0,26.3m,0,0
Attacking_16,A. Begovic,00,33,0,24,6,0,0,25.48m,0,0
Attacking_16,V. Behrami,13,0,11.77,0,0,0.38,0,0m,0,0.46
Attacking_16,L. Milivojevic,00,0,107,0,0,0,0,0m,4,6
Attacking_16,H. Nordtveit,06,0,14.33,0,0,0,0,0m,0.17,0.33
